User_ID,Title_ID,Watch_Date,Watch_Time_Minutes,Device,Country,Rating
U0883,T0045,2023-11-17,12.83,Laptop,Australia,
U0428,T0161,2023-10-24,2.04,TV,Australia,2.3
U0821,T0140,2024-04-16,23.79,Tablet,Canada,1.4
U0447,T0188,2024-02-15,7.88,TV,Australia,
U0764,T0044,2023-12-14,94.12,Mobile,Brazil,
U0079,T0165,2024-06-06,13.75,TV,India,
U0358,T0080,2023-12-26,9.0,Mobile,India,2.0
U0178,T0093,2023-06-06,65.73,TV,UK,
U0644,T0164,2024-05-20,26.75,Laptop,  ,4.5
U0659,T0149,2023-11-27,86.27,Tablet,UK,2.9
U0647,T0196,2023-11-07,26.78,Tablet,USA,1.3
U0473,T0115,2024-04-07,8.15,TV,USA,2.1
U0661,T0173,2023-04-03,9.11,Laptop,Japan,4.8
U0757,T0081,2023-02-12,12.64,Laptop,India,2.9
U0155,T0178,2023-03-05,41.22,Laptop,Canada,
U0858,T0046,2023-12-18,45.43,TV,UK,3.8
U0450,T0109,2024-06-20,0.18,Mobile,Brazil,2.1
U0419,T0175,2023-12-13,12.26,TV,Brazil,1.4
U0695,T0144,2024-01-31,8.73,Tablet,Germany,
U0673,T0046,2023-06-03,1.6,Tablet,Canada,1.6
U0359,T0124,2023-11-14,3.81,Laptop,UK,4.8
U0318,T0174,2024-01-21,117.6,Tablet,UK,4.3
U0757,T0162,2024-06-23,31.9,TV,Australia,1.1
U0317,T0151,2023-07-04,3.91,Mobile,Brazil,
U0498,T0028,2023-07-16,24.2,Mobile,UK,2.2
U0808,T0116,2023-04-14,5.29,TV,Brazil,
U0633,T0134,2023-05-15,21.35,Laptop,UK,4.3
U0790,T0061,2023-06-19,17.73,Laptop,USA,3.7
U0244,T0121,2024-03-30,0.86,Tablet,Japan,2.0
U0989,T0015,2024-04-25,25.64,Mobile,Brazil,3.3
U0452,T0158,2024-04-17,37.55,Tablet,Australia,2.7
U0166,T0096,2023-07-24,17.43,Mobile,Germany,2.9
U0381,T0073,2023-04-16,147.19,TV,Germany,1.6
U0461,T0110,2024-06-09,7.37,Mobile,Australia,4.6
U0837,T0149,2024-04-06,32.25,Tablet,USA,2.6
U0383,T0102,2023-08-30,9.11,Laptop,Canada,1.1
U0954,T0115,2023-04-12,3.98,Tablet,UK,2.1
U0850,T0176,2024-04-28,60.92,Mobile,Japan,1.0
U0082,T0035,2023-01-20,21.71,Tablet,India,
U0562,T0141,2024-06-24,9.32,Laptop,Canada,
U0244,T0098,2023-11-05,16.51,TV,USA,3.6
U0638,T0099,2024-04-13,72.31,TV,Canada,
U0512,T0090,2024-07-02,18.81,TV,India,
U0299,T0022,2024-03-15,2.25,TV,Brazil,2.7
U0681,T0165,2023-03-29,11.42,Tablet,Canada,
U0558,T0084,2024-06-03,28.66,TV,Australia,
U0045,T0007,2024-02-01,66.8,Tablet,Germany,
U0366,T0098,2023-03-11,25.51,Tablet,India,
U0644,T0147,2023-04-17,11.4,Tablet,UK,3.2
U0834,T0063,2023-06-29,11.68,Laptop,Japan,4.2
U0065,T0089,2024-04-13,60.87,TV,Germany,4.2
U0908,T0104,2023-02-12,32.32,Tablet,Germany,5.0
U0557,T0029,2024-04-29,15.01,Tablet,USA,
U0196,T0147,2023-10-20,37.87,Tablet,USA,
U0340,T0050,2023-10-07,181.45,TV,Brazil,2.6
U0451,T0026,2024-01-31,0.84,Tablet,UK,3.0
U0947,T0001,2024-06-15,1.62,Tablet,Canada,
U0081,T0098,2024-03-16,24.43,Mobile,Germany,1.3
U0677,T0076,2023-10-30,9.43,Tablet,Japan,2.7
U0707,T0046,2024-03-30,10.18,Tablet,Japan,4.5
U0362,T0067,2024-03-21,12.89,Tablet,USA,3.6
U0373,T0110,2024-06-09,70.69,Mobile,USA,3.4
U0801,T0043,2024-03-24,2.41,TV,UK,4.1
U0376,T0047,2024-01-06,5.77,Laptop,USA,3.7
U0972,T0167,2024-01-15,25.07,Tablet,Japan,
U0588,T0052,2023-05-21,0.76,Tablet,Australia,2.1
U0984,T0118,2023-04-27,3.11,TV,UK,2.5
U0576,T0038,2023-05-01,99.39,Tablet,Germany,
U0220,T0086,2023-10-20,52.76,Laptop,India,4.4
U0463,T0001,2023-06-26,122.67,Laptop,Canada,
U0991,T0063,2023-11-24,17.66,Tablet,Canada,2.2
U0308,T0013,2023-06-11,85.91,Mobile,Brazil,1.5
U0206,T0064,2023-05-23,29.43,Mobile,Japan,3.2
U0378,T0053,2024-04-23,80.53,Mobile,Canada,2.6
U0735,T0141,2024-05-05,11.94,Laptop,Australia,
U0076,T0017,2023-05-09,40.78,Tablet,Canada,3.7
U0353,T0034,2023-05-12,10.64,Mobile,UK,4.6
U0057,T0164,2023-05-08,13.45,Mobile,Germany,2.3
U0727,T0053,2023-08-19,44.3,Tablet,Germany,
U0257,T0042,2023-07-21,14.55,Tablet,UK,3.5
U0096,T0165,2024-05-29,123.51,Mobile,UK,3.5
U0924,T0014,2023-12-12,20.68,TV,  ,4.8
U0790,T0171,2023-09-29,14.51,Mobile,Australia,1.1
U0911,T0157,2023-10-24,13.49,Tablet,Japan,4.2
U0416,T0035,2023-11-01,13.25,Laptop,Canada,1.6
U0426,T0011,2024-05-10,14.63,Laptop,India,1.6
U0883,T0090,2023-11-23,2.64,Tablet,Australia,2.5
U0576,T0122,2023-04-19,4.08,Tablet,India,2.1
U0254,T0039,2023-05-25,7.71,TV,USA,2.5
U0631,T0020,2024-03-04,96.95,Mobile,UK,
U0957,T0147,2023-11-17,69.13,Mobile,UK,3.1
U0511,T0160,2023-11-12,1.4,Laptop,USA,2.6
U0469,T0174,2023-09-04,21.56,Mobile,Brazil,2.1
U0612,T0095,2024-04-26,1.16,Tablet,USA,
U0442,T0164,2023-05-18,10.36,Tablet,Brazil,
U0375,T0173,2023-02-16,26.98,Laptop,USA,1.8
U0567,T0052,2023-10-23,57.8,TV,Australia,4.1
U0287,T0073,2023-05-02,26.56,Mobile,Canada,4.2
U0348,T0085,2024-01-10,69.73,Mobile,India,2.6
U0042,T0191,2023-02-16,59.08,TV,UK,
U0824,T0190,2024-04-30,52.21,Laptop,UK,3.1
U0336,T0155,2023-11-23,11.17,Mobile,Australia,
U0758,T0120,2023-11-03,53.24,Tablet,Japan,
U0307,T0110,2024-05-01,38.26,TV,Brazil,1.4
U0427,T0023,2023-11-12,25.16,TV,Japan,3.6
U0996,T0052,2023-08-22,39.74,TV,Japan,3.5
U0635,T0018,2024-01-25,11.69,Mobile,India,4.8
U0113,T0161,2023-07-15,7.29,TV,Japan,1.6
U0708,T0043,2023-07-28,2.8,Laptop,Japan,
U0754,T0197,2023-03-05,1.53,Mobile,India,5.0
U0490,T0127,2024-06-22,45.74,Laptop,Brazil,
U0471,T0080,2024-06-29,13.28,Tablet,Brazil,4.5
U0698,T0118,2023-09-28,2.96,Laptop,India,
U0286,T0108,2023-11-02,72.58,Mobile,Germany,
U0722,T0141,2023-08-01,49.33,Laptop,Brazil,3.2
U0957,T0141,2023-10-08,16.28,Tablet,Canada,3.2
U0918,T0192,2024-02-09,4.82,Tablet,UK,2.2
U0732,T0161,2023-03-22,12.7,Tablet,Japan,4.0
U0220,T0193,2023-07-26,36.46,Tablet,Germany,3.5
U0601,T0017,2023-09-03,16.95,Mobile,USA,3.1
U0654,T0164,2023-08-27,46.24,TV,Canada,3.9
U0103,T0044,2023-05-21,17.7,TV,UK,4.7
U0900,T0003,2024-05-02,4.85,Laptop,India,
U0295,T0127,2023-11-25,60.36,Tablet,USA,
U0092,T0074,2023-08-26,10.13,TV,UK,4.4
U0957,T0128,2023-02-07,84.12,Laptop,Japan,4.0
U0894,T0077,2023-10-24,23.21,TV,USA,3.4
U0951,T0139,2023-12-10,1.82,Tablet,Japan,
U0557,T0066,2024-06-20,18.91,Laptop,UK,
U0480,T0142,2023-10-07,5.22,Mobile,Canada,3.9
U0664,T0098,2023-09-21,12.96,Mobile,USA,
U0810,T0062,2023-10-30,53.39,Mobile,UK,3.6
U0416,T0062,2024-03-13,88.67,Tablet,Canada,1.4
U0144,T0198,2024-05-03,14.22,Tablet,India,2.5
U0458,T0037,2023-10-01,9.31,Tablet,Germany,3.3
U0268,T0180,2024-01-04,10.13,Mobile,USA,2.9
U0164,T0014,2024-02-20,12.02,Tablet,Canada,4.8
U0377,T0017,2023-08-15,9.0,Mobile,UK,2.8
U0621,T0151,2024-01-18,32.42,Laptop,Japan,
U0822,T0041,2023-08-12,13.59,Mobile,Canada,3.1
U0371,T0026,2023-03-21,24.36,TV,USA,
U0925,T0113,2024-06-01,38.18,Mobile,UK,4.4
U0453,T0175,2023-04-30,45.8,Mobile,Japan,3.0
U0829,T0021,2023-02-26,83.5,Laptop,UK,2.8
U0060,T0200,2024-04-18,8.8,Tablet,USA,4.3
U0764,T0119,2023-08-12,59.09,TV,USA,3.8
U0555,T0187,2023-03-03,27.58,TV,Japan,2.6
U0788,T0095,2023-05-19,23.24,Laptop,Brazil,
U0392,T0183,2024-04-04,4.34,Laptop,Australia,4.9
U0896,T0055,2023-05-17,4.12,Tablet,Canada,3.1
U0542,T0120,2023-05-11,5.79,Mobile,USA,
U0306,T0124,2024-04-19,36.36,Laptop,Australia,
U0254,T0144,2024-04-16,16.93,Tablet,UK,4.7
U0743,T0033,2023-04-26,26.92,TV,Australia,4.7
U0911,T0149,2023-01-17,0.69,Mobile,India,3.4
U0458,T0017,2023-02-19,5.45,Mobile,USA,1.9
U0223,T0024,2023-02-27,38.92,Mobile,Germany,4.7
U0590,T0061,2023-11-23,1.56,Tablet,India,1.6
U0677,T0131,2024-06-17,85.9,Mobile,Australia,1.2
U0972,T0030,2023-06-29,19.82,Laptop,Japan,2.4
U0659,T0102,2024-01-26,20.23,Tablet,Australia,2.2
U0189,T0124,2024-07-04,59.36,Laptop,India,
U0308,T0045,2023-05-28,27.93,Laptop,USA,4.9
U0571,T0171,2024-06-26,8.35,Mobile,Australia,1.8
U0663,T0182,2023-03-22,75.27,Laptop,Brazil,3.9
U0196,T0077,2023-02-22,12.28,Tablet,Australia,3.4
U0895,T0148,2023-03-16,16.94,Mobile,India,4.5
U0341,T0191,2023-11-07,52.7,TV,India,
U0986,T0061,2023-05-01,31.38,Laptop,India,3.8
U0407,T0112,2023-09-03,46.66,Tablet,Germany,3.1
U0368,T0051,2023-11-12,20.53,Tablet,Brazil,3.0
U0101,T0190,2024-04-25,16.61,Tablet,India,2.7
U0577,T0052,2023-08-15,47.3,Mobile,USA,4.7
U0594,T0047,2024-03-03,30.93,Tablet,UK,1.9
U0584,T0145,2023-09-09,42.18,Laptop,Brazil,4.3
U0990,T0105,2024-05-17,68.3,Laptop,UK,
U0361,T0019,2023-06-23,2.1,Mobile,Japan,4.6
U0658,T0145,2023-03-02,3.43,TV,Canada,
U0685,T0005,2023-02-19,28.38,TV,Australia,3.5
U0070,T0085,2023-06-04,33.14,TV,India,2.5
U0633,T0026,2024-05-09,47.64,Laptop,USA,3.2
U0013,T0092,2023-01-18,2.53,Tablet,Germany,4.3
U0691,T0167,2024-03-16,41.25,Mobile,Canada,
U0537,T0111,2023-06-02,15.12,Mobile,India,2.0
U0363,T0008,2023-10-01,14.99,Laptop,Canada,2.6
U0579,T0199,2023-09-07,71.28,Mobile,Germany,4.4
U0670,T0033,2023-02-02,5.11,TV,Australia,3.2
U0058,T0136,2023-01-10,9.35,Mobile,Canada,2.7
U0804,T0097,2023-12-06,66.99,TV,USA,4.6
U0709,T0050,2024-05-01,39.23,,USA,
U0701,T0020,2023-10-15,9.72,TV,UK,
U0323,T0170,2023-01-17,87.54,Mobile,UK,
U0730,T0054,2024-02-12,23.76,TV,Germany,2.0
U0855,T0137,2024-02-03,35.36,Tablet,Australia,
U0144,T0157,2023-03-22,5.94,Tablet,USA,1.9
U0078,T0114,2023-12-15,9.69,Laptop,Brazil,2.1
U0462,T0144,2024-05-17,53.13,Mobile,Brazil,2.5
U0191,T0070,2024-01-25,4.38,TV,Germany,
U0731,T0181,2023-03-17,0.1,TV,Germany,3.8
U0650,T0008,2023-06-07,28.3,Laptop,Brazil,1.4
U0966,T0100,2023-11-12,31.17,Laptop,Brazil,
U0105,T0048,2023-05-16,64.13,TV,UK,3.2
U0525,T0069,2024-02-22,17.1,TV,USA,3.2
U0612,T0020,2023-11-29,37.93,Laptop,USA,2.6
U0087,T0019,2023-09-06,26.65,Mobile,Australia,2.1
U0275,T0072,2024-05-19,41.02,Mobile,Canada,2.1
U0307,T0185,2024-05-10,3.12,TV,Brazil,2.0
U0641,T0021,2024-05-22,10.93,Mobile,Japan,2.2
U0972,T0055,2024-02-10,29.51,Tablet,Australia,
U0338,T0077,2024-03-26,89.62,Tablet,Australia,
U0881,T0149,2023-05-20,10.75,Tablet,Brazil,3.8
U0491,T0169,2023-11-18,52.54,Mobile,Australia,
U0299,T0191,2024-05-17,34.63,Mobile,Brazil,4.3
U0403,T0117,2024-01-09,93.79,TV,India,3.2
U0699,T0119,2023-01-28,0.28,Laptop,India,2.2
U0710,T0050,2023-03-12,43.01,Laptop,Japan,2.2
U0259,T0028,2023-06-07,43.16,Laptop,Australia,5.0
U0491,T0017,2024-02-15,8.16,Laptop,USA,
U0369,T0152,2024-07-03,2.3,TV,Canada,
U0674,T0130,2023-12-30,1.24,Mobile,USA,3.6
U0663,T0067,2024-02-14,47.18,Tablet,Australia,1.4
U0228,T0093,2024-06-06,70.17,Mobile,Japan,2.9
U0696,T0128,2024-05-27,70.55,Mobile,Brazil,
U0495,T0034,2023-04-18,13.69,Tablet,Australia,
U0088,T0070,2023-04-29,42.2,Mobile,Brazil,2.8
U0212,T0198,2024-06-17,3.71,Laptop,Brazil,2.8
U0714,T0005,2024-04-08,17.41,Tablet,Canada,4.2
U0118,T0030,2023-01-24,43.54,Tablet,Canada,1.7
U0759,T0019,2023-09-07,2.26,Mobile,UK,2.7
U0474,T0194,2023-08-26,36.81,Laptop,UK,3.6
U0406,T0102,2023-01-30,57.19,Mobile,Japan,2.6
U0722,T0108,2023-08-08,0.45,Mobile,Germany,
U0829,T0019,2023-03-06,46.57,TV,UK,1.8
U0117,T0120,2023-09-26,50.92,Laptop,Brazil,3.4
U0602,T0040,2023-04-27,4.14,Tablet,Brazil,
U0633,T0134,2023-06-26,2.8,Tablet,Canada,2.3
U0245,T0048,2023-11-09,46.45,TV,UK,1.6
U0398,T0140,2024-03-04,1.34,Mobile,Australia,2.9
U0551,T0016,2023-06-27,27.29,Mobile,Japan,1.7
U0863,T0010,2024-04-06,8.52,TV,Brazil,
U0497,T0196,2023-05-20,17.2,Mobile,Australia,
U0518,T0124,2024-05-21,3.02,Laptop,Japan,4.4
U0501,T0029,2023-06-21,80.55,TV,USA,
U0226,T0167,2023-10-27,50.15,TV,Germany,2.2
U0800,T0199,2024-04-13,110.62,,Canada,2.1
U0557,T0003,2024-01-11,7.09,TV,Japan,5.0
U0105,T0128,2023-09-11,14.96,Tablet,USA,2.4
U0837,T0082,2023-03-31,49.41,Laptop,Canada,
U0243,T0161,2023-08-03,3.26,Tablet,Australia,1.6
U0212,T0163,2023-07-31,15.54,TV,Brazil,3.4
U0173,T0019,2023-11-28,18.76,Tablet,Germany,4.8
U0527,T0106,2023-04-08,0.3,Mobile,Australia,
U0284,T0053,2023-05-10,71.31,Mobile,India,2.3
U0254,T0106,2024-02-07,6.26,Laptop,UK,2.1
U0425,T0053,2024-01-20,2.48,Laptop,Canada,4.5
U0096,T0014,2024-02-17,11.82,Tablet,Brazil,3.0
U0596,T0047,2023-01-03,16.74,TV,Japan,3.8
U0871,T0158,2023-03-06,6.65,Laptop,India,
U0845,T0050,2023-08-05,3.77,Laptop,Germany,2.1
U0561,T0048,2023-05-14,25.5,Laptop,Brazil,
U0781,T0082,2023-02-19,31.46,TV,Canada,4.3
U0017,T0027,2023-05-08,20.09,Mobile,Japan,5.0
U0439,T0119,2023-07-27,17.85,Mobile,Germany,4.7
U0281,T0005,2023-04-06,70.11,Tablet,Germany,3.7
U0665,T0072,2023-06-19,95.03,TV,Australia,3.9
U0774,T0026,2023-08-28,3.05,Laptop,Canada,
U0002,T0075,2023-08-07,66.98,Laptop,Canada,1.9
U0697,T0015,2024-03-31,66.36,TV,USA,4.3
U0881,T0054,2024-03-08,58.38,Mobile,Japan,2.5
U0749,T0171,2023-04-15,112.15,TV,Brazil,2.2
U0392,T0097,2023-05-17,12.6,Mobile,Canada,1.0
U0666,T0158,2023-06-18,8.82,Laptop,Brazil,
U0644,T0118,2023-06-05,31.36,Laptop,Japan,
U0089,T0191,2023-04-13,2.71,Mobile,Canada,2.5
U0987,T0175,2024-03-15,39.28,Tablet,UK,3.6
U0255,T0189,2023-10-19,0.12,TV,Germany,3.4
U0194,T0116,2024-02-06,20.73,Tablet,USA,
U0813,T0083,2023-09-03,12.8,Laptop,Australia,3.0
U0609,T0111,2023-03-14,3.35,TV,Brazil,
U0136,T0103,2024-02-01,28.63,Laptop,Brazil,1.7
U0483,T0078,2023-03-16,7.44,TV,Canada,1.9
U0945,T0037,2023-03-03,32.84,,Germany,3.0
U0426,T0133,2024-03-09,60.33,Laptop,Canada,3.2
U0157,T0092,2023-10-12,20.18,TV,Germany,4.7
U0998,T0155,2023-06-09,138.67,Tablet,Australia,4.1
U0666,T0031,2023-03-09,4.69,Tablet,Australia,
U0867,T0033,2023-09-02,41.57,TV,India,2.7
U0465,T0152,2023-02-26,15.15,Tablet,UK,3.8
U0719,T0153,2023-01-12,4.09,Mobile,Japan,
U0536,T0054,2024-06-13,22.34,Tablet,  ,4.0
U0895,T0130,2023-10-03,50.94,TV,USA,2.7
U0537,T0131,2023-03-07,6.93,Tablet,Canada,3.0
U0057,T0007,2024-05-26,11.3,Mobile,Brazil,4.1
